Date,Close
2/18/2011 16:00:00,27.06
2/22/2011 16:00:00,26.59
2/23/2011 16:00:00,26.59
2/24/2011 16:00:00,26.77
2/25/2011 16:00:00,26.55
2/28/2011 16:00:00,26.58
3/1/2011 16:00:00,26.16
3/2/2011 16:00:00,26.08
3/3/2011 16:00:00,26.2
3/4/2011 16:00:00,25.95
3/7/2011 16:00:00,25.72
3/8/2011 16:00:00,25.91
3/9/2011 16:00:00,25.89
3/10/2011 16:00:00,25.41
3/11/2011 16:00:00,25.68
3/14/2011 16:00:00,25.69
3/15/2011 16:00:00,25.39
3/16/2011 16:00:00,24.79
3/17/2011 16:00:00,24.78
3/18/2011 16:00:00,24.8
3/21/2011 16:00:00,25.33
3/22/2011 16:00:00,25.3
3/23/2011 16:00:00,25.54
3/24/2011 16:00:00,25.81
3/25/2011 16:00:00,25.62
3/28/2011 16:00:00,25.41
3/29/2011 16:00:00,25.49
3/30/2011 16:00:00,25.61
3/31/2011 16:00:00,25.39
4/1/2011 16:00:00,25.48
4/4/2011 16:00:00,25.55
4/5/2011 16:00:00,25.78
4/6/2011 16:00:00,26.15
4/7/2011 16:00:00,26.2
4/8/2011 16:00:00,26.07
4/11/2011 16:00:00,25.98
4/12/2011 16:00:00,25.64
4/13/2011 16:00:00,25.63
4/14/2011 16:00:00,25.42
4/15/2011 16:00:00,25.37
4/18/2011 16:00:00,25.08
4/19/2011 16:00:00,25.15
4/20/2011 16:00:00,25.76
4/21/2011 16:00:00,25.52
4/25/2011 16:00:00,25.61
4/26/2011 16:00:00,26.19
4/27/2011 16:00:00,26.38
4/28/2011 16:00:00,26.71
4/29/2011 16:00:00,25.92
5/2/2011 16:00:00,25.66
5/3/2011 16:00:00,25.81
5/4/2011 16:00:00,26.06
5/5/2011 16:00:00,25.79
5/6/2011 16:00:00,25.87
5/9/2011 16:00:00,25.83
5/10/2011 16:00:00,25.67
5/11/2011 16:00:00,25.36
5/12/2011 16:00:00,25.32
5/13/2011 16:00:00,25.03
5/16/2011 16:00:00,24.57
5/17/2011 16:00:00,24.52
5/18/2011 16:00:00,24.69
5/19/2011 16:00:00,24.72
5/20/2011 16:00:00,24.49
5/23/2011 16:00:00,24.17
5/24/2011 16:00:00,24.15
5/25/2011 16:00:00,24.19
5/26/2011 16:00:00,24.67
5/27/2011 16:00:00,24.76
5/31/2011 16:00:00,25.01
6/1/2011 16:00:00,24.43
6/2/2011 16:00:00,24.22
6/3/2011 16:00:00,23.91
6/6/2011 16:00:00,24.01
6/7/2011 16:00:00,24.06
6/8/2011 16:00:00,23.94
6/9/2011 16:00:00,23.96
6/10/2011 16:00:00,23.71
6/13/2011 16:00:00,24.04
6/14/2011 16:00:00,24.22
6/15/2011 16:00:00,23.74
6/16/2011 16:00:00,24
6/17/2011 16:00:00,24.26
6/20/2011 16:00:00,24.47
6/21/2011 16:00:00,24.76
6/22/2011 16:00:00,24.65
6/23/2011 16:00:00,24.63
6/24/2011 16:00:00,24.3
6/27/2011 16:00:00,25.2
6/28/2011 16:00:00,25.8
6/29/2011 16:00:00,25.62
6/30/2011 16:00:00,26
7/1/2011 16:00:00,26.02
7/5/2011 16:00:00,26.03
7/6/2011 16:00:00,26.33
7/7/2011 16:00:00,26.77
7/8/2011 16:00:00,26.92
7/11/2011 16:00:00,26.63
7/12/2011 16:00:00,26.54
7/13/2011 16:00:00,26.63
7/14/2011 16:00:00,26.47
7/15/2011 16:00:00,26.78
7/18/2011 16:00:00,26.59
7/19/2011 16:00:00,27.54
7/20/2011 16:00:00,27.06
7/21/2011 16:00:00,27.1
7/22/2011 16:00:00,27.53
7/25/2011 16:00:00,27.91
7/26/2011 16:00:00,28.08
7/27/2011 16:00:00,27.33
7/28/2011 16:00:00,27.72
7/29/2011 16:00:00,27.4
8/1/2011 16:00:00,27.27
8/2/2011 16:00:00,26.8
8/3/2011 16:00:00,26.92
8/4/2011 16:00:00,25.94
8/5/2011 16:00:00,25.68
8/8/2011 16:00:00,24.48
8/9/2011 16:00:00,25.58
8/10/2011 16:00:00,24.2
8/11/2011 16:00:00,25.19
8/12/2011 16:00:00,25.1
8/15/2011 16:00:00,25.51
8/16/2011 16:00:00,25.35
8/17/2011 16:00:00,25.25
8/18/2011 16:00:00,24.67
8/19/2011 16:00:00,24.05
8/22/2011 16:00:00,23.98
8/23/2011 16:00:00,24.72
8/24/2011 16:00:00,24.9
8/25/2011 16:00:00,24.57
8/26/2011 16:00:00,25.25
8/29/2011 16:00:00,25.84
8/30/2011 16:00:00,26.23
8/31/2011 16:00:00,26.6
9/1/2011 16:00:00,26.21
9/2/2011 16:00:00,25.8
9/6/2011 16:00:00,25.51
9/7/2011 16:00:00,26
9/8/2011 16:00:00,26.22
9/9/2011 16:00:00,25.74
9/12/2011 16:00:00,25.89
9/13/2011 16:00:00,26.04
9/14/2011 16:00:00,26.5
9/15/2011 16:00:00,26.99
9/16/2011 16:00:00,27.12
9/19/2011 16:00:00,27.21
9/20/2011 16:00:00,26.98
9/21/2011 16:00:00,25.99
9/22/2011 16:00:00,25.06
9/23/2011 16:00:00,25.06
9/26/2011 16:00:00,25.44
9/27/2011 16:00:00,25.67
9/28/2011 16:00:00,25.58
9/29/2011 16:00:00,25.45
9/30/2011 16:00:00,24.89
10/3/2011 16:00:00,24.53
10/4/2011 16:00:00,25.34
10/5/2011 16:00:00,25.89
10/6/2011 16:00:00,26.34
10/7/2011 16:00:00,26.25
10/10/2011 16:00:00,26.94
10/11/2011 16:00:00,27
10/12/2011 16:00:00,26.96
10/13/2011 16:00:00,27.18
10/14/2011 16:00:00,27.27
10/17/2011 16:00:00,26.98
10/18/2011 16:00:00,27.31
10/19/2011 16:00:00,27.13
10/20/2011 16:00:00,27.04
10/21/2011 16:00:00,27.16
10/24/2011 16:00:00,27.19
10/25/2011 16:00:00,26.81
10/26/2011 16:00:00,26.59
10/27/2011 16:00:00,27.25
10/28/2011 16:00:00,26.98
10/31/2011 16:00:00,26.63
11/1/2011 16:00:00,25.99
11/2/2011 16:00:00,26.01
11/3/2011 16:00:00,26.53
11/4/2011 16:00:00,26.25
11/7/2011 16:00:00,26.8
11/8/2011 16:00:00,27.16
11/9/2011 16:00:00,26.2
11/10/2011 16:00:00,26.28
11/11/2011 16:00:00,26.91
11/14/2011 16:00:00,26.76
11/15/2011 16:00:00,26.74
11/16/2011 16:00:00,26.07
11/17/2011 16:00:00,25.54
11/18/2011 16:00:00,25.3
11/21/2011 16:00:00,25
11/22/2011 16:00:00,24.79
11/23/2011 16:00:00,24.47
11/25/2011 16:00:00,24.3
11/28/2011 16:00:00,24.87
11/29/2011 16:00:00,24.84
11/30/2011 16:00:00,25.58
12/1/2011 16:00:00,25.28
12/2/2011 16:00:00,25.22
12/5/2011 16:00:00,25.7
12/6/2011 16:00:00,25.66
12/7/2011 16:00:00,25.6
12/8/2011 16:00:00,25.4
12/9/2011 16:00:00,25.7
12/12/2011 16:00:00,25.51
12/13/2011 16:00:00,25.76
12/14/2011 16:00:00,25.59
12/15/2011 16:00:00,25.56
12/16/2011 16:00:00,26
12/19/2011 16:00:00,25.53
12/20/2011 16:00:00,26.03
12/21/2011 16:00:00,25.76
12/22/2011 16:00:00,25.81
12/23/2011 16:00:00,26.03
12/27/2011 16:00:00,26.04
12/28/2011 16:00:00,25.82
12/29/2011 16:00:00,26.02
12/30/2011 16:00:00,25.96
1/3/2012 16:00:00,26.77
1/4/2012 16:00:00,27.4
1/5/2012 16:00:00,27.68
1/6/2012 16:00:00,28.11
1/9/2012 16:00:00,27.74
1/10/2012 16:00:00,27.84
1/11/2012 16:00:00,27.72
1/12/2012 16:00:00,28
1/13/2012 16:00:00,28.25
1/17/2012 16:00:00,28.26
1/18/2012 16:00:00,28.23
1/19/2012 16:00:00,28.12
1/20/2012 16:00:00,29.71
1/23/2012 16:00:00,29.73
1/24/2012 16:00:00,29.34
1/25/2012 16:00:00,29.56
1/26/2012 16:00:00,29.5
1/27/2012 16:00:00,29.23
1/30/2012 16:00:00,29.61
1/31/2012 16:00:00,29.53
2/1/2012 16:00:00,29.89
2/2/2012 16:00:00,29.95
2/3/2012 16:00:00,30.24
2/6/2012 16:00:00,30.2
2/7/2012 16:00:00,30.35
2/8/2012 16:00:00,30.66
2/9/2012 16:00:00,30.77
2/10/2012 16:00:00,30.5
2/13/2012 16:00:00,30.58
2/14/2012 16:00:00,30.25
2/15/2012 16:00:00,30.05
2/16/2012 16:00:00,31.29
2/17/2012 16:00:00,31.25
2/21/2012 16:00:00,31.44
2/22/2012 16:00:00,31.27
2/23/2012 16:00:00,31.37
2/24/2012 16:00:00,31.48
2/27/2012 16:00:00,31.35
2/28/2012 16:00:00,31.87
2/29/2012 16:00:00,31.74
3/1/2012 16:00:00,32.29
3/2/2012 16:00:00,32.08
3/5/2012 16:00:00,31.8
3/6/2012 16:00:00,31.56
3/7/2012 16:00:00,31.84
3/8/2012 16:00:00,32.01
3/9/2012 16:00:00,31.99
3/12/2012 16:00:00,32.04
3/13/2012 16:00:00,32.67
3/14/2012 16:00:00,32.77
3/15/2012 16:00:00,32.85
3/16/2012 16:00:00,32.6
3/19/2012 16:00:00,32.2
3/20/2012 16:00:00,31.99
3/21/2012 16:00:00,31.91
3/22/2012 16:00:00,32
3/23/2012 16:00:00,32.01
3/26/2012 16:00:00,32.59
3/27/2012 16:00:00,32.52
3/28/2012 16:00:00,32.19
3/29/2012 16:00:00,32.12
3/30/2012 16:00:00,32.26
4/2/2012 16:00:00,32.29
4/3/2012 16:00:00,31.94
4/4/2012 16:00:00,31.21
4/5/2012 16:00:00,31.52
4/9/2012 16:00:00,31.1
4/10/2012 16:00:00,30.47
4/11/2012 16:00:00,30.35
4/12/2012 16:00:00,30.98
4/13/2012 16:00:00,30.81
4/16/2012 16:00:00,31.08
4/17/2012 16:00:00,31.44
4/18/2012 16:00:00,31.14
4/19/2012 16:00:00,31.01
4/20/2012 16:00:00,32.42
4/23/2012 16:00:00,32.12
4/24/2012 16:00:00,31.92
4/25/2012 16:00:00,32.2
4/26/2012 16:00:00,32.11
4/27/2012 16:00:00,31.98
4/30/2012 16:00:00,32.02
5/1/2012 16:00:00,32.01
5/2/2012 16:00:00,31.8
5/3/2012 16:00:00,31.76
5/4/2012 16:00:00,30.98
5/7/2012 16:00:00,30.65
5/8/2012 16:00:00,30.5
5/9/2012 16:00:00,30.76
5/10/2012 16:00:00,30.74
5/11/2012 16:00:00,31.16
5/14/2012 16:00:00,30.68
5/15/2012 16:00:00,30.21
5/16/2012 16:00:00,29.9
5/17/2012 16:00:00,29.72
5/18/2012 16:00:00,29.27
5/21/2012 16:00:00,29.75
5/22/2012 16:00:00,29.76
5/23/2012 16:00:00,29.11
5/24/2012 16:00:00,29.07
5/25/2012 16:00:00,29.06
5/29/2012 16:00:00,29.56
5/30/2012 16:00:00,29.34
5/31/2012 16:00:00,29.19
6/1/2012 16:00:00,28.45
6/4/2012 16:00:00,28.55
6/5/2012 16:00:00,28.51
6/6/2012 16:00:00,29.35
6/7/2012 16:00:00,29.23
6/8/2012 16:00:00,29.65
6/11/2012 16:00:00,28.9
6/12/2012 16:00:00,29.29
6/13/2012 16:00:00,29.13
6/14/2012 16:00:00,29.34
6/15/2012 16:00:00,30.02
6/18/2012 16:00:00,29.84
6/19/2012 16:00:00,30.7
6/20/2012 16:00:00,30.93
6/21/2012 16:00:00,30.14
6/22/2012 16:00:00,30.7
6/25/2012 16:00:00,29.87
6/26/2012 16:00:00,30.02
6/27/2012 16:00:00,30.17
6/28/2012 16:00:00,29.91
6/29/2012 16:00:00,30.59
7/2/2012 16:00:00,30.56
7/3/2012 16:00:00,30.76
7/5/2012 16:00:00,30.7
7/6/2012 16:00:00,30.19
7/9/2012 16:00:00,30
7/10/2012 16:00:00,29.74
7/11/2012 16:00:00,29.3
7/12/2012 16:00:00,28.63
7/13/2012 16:00:00,29.39
7/16/2012 16:00:00,29.44
7/17/2012 16:00:00,29.66
7/18/2012 16:00:00,30.45
7/19/2012 16:00:00,30.67
7/20/2012 16:00:00,30.12
7/23/2012 16:00:00,29.28
7/24/2012 16:00:00,29.15
7/25/2012 16:00:00,28.83
7/26/2012 16:00:00,29.16
7/27/2012 16:00:00,29.76
7/30/2012 16:00:00,29.64
7/31/2012 16:00:00,29.47
8/1/2012 16:00:00,29.41
8/2/2012 16:00:00,29.19
8/3/2012 16:00:00,29.75
8/6/2012 16:00:00,29.95
8/7/2012 16:00:00,30.26
8/8/2012 16:00:00,30.33
8/9/2012 16:00:00,30.5
8/10/2012 16:00:00,30.42
8/13/2012 16:00:00,30.39
8/14/2012 16:00:00,30.13
8/15/2012 16:00:00,30.2
8/16/2012 16:00:00,30.78
8/17/2012 16:00:00,30.9
8/20/2012 16:00:00,30.74
8/21/2012 16:00:00,30.8
8/22/2012 16:00:00,30.54
8/23/2012 16:00:00,30.26
8/24/2012 16:00:00,30.56
8/27/2012 16:00:00,30.69
8/28/2012 16:00:00,30.63
8/29/2012 16:00:00,30.65
8/30/2012 16:00:00,30.32
8/31/2012 16:00:00,30.82
9/4/2012 16:00:00,30.39
9/5/2012 16:00:00,30.39
9/6/2012 16:00:00,31.35
9/7/2012 16:00:00,30.95
9/10/2012 16:00:00,30.72
9/11/2012 16:00:00,30.79
9/12/2012 16:00:00,30.78
9/13/2012 16:00:00,30.94
9/14/2012 16:00:00,31.21
9/17/2012 16:00:00,31.21
9/18/2012 16:00:00,31.18
9/19/2012 16:00:00,31.05
9/20/2012 16:00:00,31.45
9/21/2012 16:00:00,31.19
9/24/2012 16:00:00,30.78
9/25/2012 16:00:00,30.39
9/26/2012 16:00:00,30.17
9/27/2012 16:00:00,30.16
9/28/2012 16:00:00,29.76
10/1/2012 16:00:00,29.49
10/2/2012 16:00:00,29.66
10/3/2012 16:00:00,29.86
10/4/2012 16:00:00,30.03
10/5/2012 16:00:00,29.85
10/8/2012 16:00:00,29.78
10/9/2012 16:00:00,29.28
10/10/2012 16:00:00,28.98
10/11/2012 16:00:00,28.95
10/12/2012 16:00:00,29.2
10/15/2012 16:00:00,29.51
10/16/2012 16:00:00,29.49
10/17/2012 16:00:00,29.59
10/18/2012 16:00:00,29.5
10/19/2012 16:00:00,28.64
10/22/2012 16:00:00,28
10/23/2012 16:00:00,28.05
10/24/2012 16:00:00,27.9
10/25/2012 16:00:00,27.88
10/26/2012 16:00:00,28.21
10/31/2012 16:00:00,28.54
11/1/2012 16:00:00,29.52
11/2/2012 16:00:00,29.5
11/5/2012 16:00:00,29.63
11/6/2012 16:00:00,29.86
11/7/2012 16:00:00,29.08
11/8/2012 16:00:00,28.81
11/9/2012 16:00:00,28.83
11/12/2012 16:00:00,28.22
11/13/2012 16:00:00,27.09
11/14/2012 16:00:00,26.84
11/15/2012 16:00:00,26.66
11/16/2012 16:00:00,26.52
11/19/2012 16:00:00,26.73
11/20/2012 16:00:00,26.71
11/21/2012 16:00:00,26.95
11/23/2012 16:00:00,27.7
11/26/2012 16:00:00,27.39
11/27/2012 16:00:00,27.08
11/28/2012 16:00:00,27.36
11/29/2012 16:00:00,26.95
11/30/2012 16:00:00,26.62
12/3/2012 16:00:00,26.43
12/4/2012 16:00:00,26.37
12/5/2012 16:00:00,26.67
12/6/2012 16:00:00,26.73
12/7/2012 16:00:00,26.46
12/10/2012 16:00:00,26.94
12/11/2012 16:00:00,27.32
12/12/2012 16:00:00,27.24
12/13/2012 16:00:00,27.11
12/14/2012 16:00:00,26.81
12/17/2012 16:00:00,27.1
12/18/2012 16:00:00,27.56
12/19/2012 16:00:00,27.31
12/20/2012 16:00:00,27.68
12/21/2012 16:00:00,27.45
12/24/2012 16:00:00,27.06
12/26/2012 16:00:00,26.86
12/27/2012 16:00:00,26.96
12/28/2012 16:00:00,26.55
12/31/2012 16:00:00,26.71
1/2/2013 16:00:00,27.62
1/3/2013 16:00:00,27.25
1/4/2013 16:00:00,26.74
1/7/2013 16:00:00,26.69
1/8/2013 16:00:00,26.55
1/9/2013 16:00:00,26.7
1/10/2013 16:00:00,26.46
1/11/2013 16:00:00,26.83
1/14/2013 16:00:00,26.89
1/15/2013 16:00:00,27.21
1/16/2013 16:00:00,27.04
1/17/2013 16:00:00,27.25
1/18/2013 16:00:00,27.25
1/22/2013 16:00:00,27.15
1/23/2013 16:00:00,27.61
1/24/2013 16:00:00,27.63
1/25/2013 16:00:00,27.88
1/28/2013 16:00:00,27.91
1/29/2013 16:00:00,28.01
1/30/2013 16:00:00,27.85
1/31/2013 16:00:00,27.45
2/1/2013 16:00:00,27.93
2/4/2013 16:00:00,27.44
2/5/2013 16:00:00,27.5
2/6/2013 16:00:00,27.34
2/7/2013 16:00:00,27.28
2/8/2013 16:00:00,27.55
2/11/2013 16:00:00,27.86
2/12/2013 16:00:00,27.88
2/13/2013 16:00:00,28.03
2/14/2013 16:00:00,28.04
2/15/2013 16:00:00,28.01
2/19/2013 16:00:00,28.05
2/20/2013 16:00:00,27.87
2/21/2013 16:00:00,27.49
2/22/2013 16:00:00,27.76
2/25/2013 16:00:00,27.37
2/26/2013 16:00:00,27.37
2/27/2013 16:00:00,27.81
2/28/2013 16:00:00,27.8
3/1/2013 16:00:00,27.95
3/4/2013 16:00:00,28.15
3/5/2013 16:00:00,28.35
3/6/2013 16:00:00,28.09
3/7/2013 16:00:00,28.14
3/8/2013 16:00:00,28
3/11/2013 16:00:00,27.87
3/12/2013 16:00:00,27.91
3/13/2013 16:00:00,27.92
3/14/2013 16:00:00,28.14
3/15/2013 16:00:00,28.04
3/18/2013 16:00:00,28.1
3/19/2013 16:00:00,28.18
3/20/2013 16:00:00,28.32
3/21/2013 16:00:00,28.11
3/22/2013 16:00:00,28.25
3/25/2013 16:00:00,28.16
3/26/2013 16:00:00,28.16
3/27/2013 16:00:00,28.37
3/28/2013 16:00:00,28.61
4/1/2013 16:00:00,28.61
4/2/2013 16:00:00,28.8
4/3/2013 16:00:00,28.56
4/4/2013 16:00:00,28.6
4/5/2013 16:00:00,28.7
4/8/2013 16:00:00,28.59
4/9/2013 16:00:00,29.61
4/10/2013 16:00:00,30.28
4/11/2013 16:00:00,28.94
4/12/2013 16:00:00,28.79
4/15/2013 16:00:00,28.69
4/16/2013 16:00:00,28.97
4/17/2013 16:00:00,28.83
4/18/2013 16:00:00,28.79
4/19/2013 16:00:00,29.77
4/22/2013 16:00:00,30.83
4/23/2013 16:00:00,30.6
4/24/2013 16:00:00,31.76
4/25/2013 16:00:00,31.94
4/26/2013 16:00:00,31.79
4/29/2013 16:00:00,32.61
4/30/2013 16:00:00,33.1
5/1/2013 16:00:00,32.72
5/2/2013 16:00:00,33.16
5/3/2013 16:00:00,33.49
5/6/2013 16:00:00,33.75
5/7/2013 16:00:00,33.31
5/8/2013 16:00:00,32.99
5/9/2013 16:00:00,32.66
5/10/2013 16:00:00,32.69
5/13/2013 16:00:00,33.03
5/14/2013 16:00:00,33.53
5/15/2013 16:00:00,33.85
5/16/2013 16:00:00,34.08
5/17/2013 16:00:00,34.87
5/20/2013 16:00:00,35.08
5/21/2013 16:00:00,34.85
5/22/2013 16:00:00,34.61
5/23/2013 16:00:00,34.15
5/24/2013 16:00:00,34.27
5/28/2013 16:00:00,35.02
5/29/2013 16:00:00,34.88
5/30/2013 16:00:00,35.03
5/31/2013 16:00:00,34.9
6/3/2013 16:00:00,35.59
6/4/2013 16:00:00,34.99
6/5/2013 16:00:00,34.78
6/6/2013 16:00:00,34.96
6/7/2013 16:00:00,35.67
6/10/2013 16:00:00,35.47
6/11/2013 16:00:00,34.84
6/12/2013 16:00:00,35
6/13/2013 16:00:00,34.72
6/14/2013 16:00:00,34.4
6/17/2013 16:00:00,35
6/18/2013 16:00:00,34.98
6/19/2013 16:00:00,34.59
6/20/2013 16:00:00,33.49
6/21/2013 16:00:00,33.27
6/24/2013 16:00:00,33.72
6/25/2013 16:00:00,33.67
6/26/2013 16:00:00,34.35
6/27/2013 16:00:00,34.62
6/28/2013 16:00:00,34.54
7/1/2013 16:00:00,34.36
7/2/2013 16:00:00,33.94
7/3/2013 16:00:00,34.01
7/5/2013 16:00:00,34.21
7/8/2013 16:00:00,34.33
7/9/2013 16:00:00,34.35
7/10/2013 16:00:00,34.7
7/11/2013 16:00:00,35.69
7/12/2013 16:00:00,35.67
7/15/2013 16:00:00,36.17
7/16/2013 16:00:00,36.27
