Date,Close
4/8/2010 16:00:00,112.65
4/9/2010 16:00:00,113.64
4/12/2010 16:00:00,113.01
4/13/2010 16:00:00,112.69
4/14/2010 16:00:00,113.03
4/15/2010 16:00:00,113.65
4/16/2010 16:00:00,111.24
4/19/2010 16:00:00,111.15
4/20/2010 16:00:00,111.46
4/21/2010 16:00:00,112.31
4/22/2010 16:00:00,111.84
4/23/2010 16:00:00,113.19
4/26/2010 16:00:00,112.75
4/27/2010 16:00:00,114.63
4/28/2010 16:00:00,114.31
4/29/2010 16:00:00,114.28
4/30/2010 16:00:00,115.36
5/3/2010 16:00:00,115.73
5/4/2010 16:00:00,114.87
5/5/2010 16:00:00,115.09
5/6/2010 16:00:00,118.49
5/7/2010 16:00:00,118.27
5/10/2010 16:00:00,117.57
5/11/2010 16:00:00,120.66
5/12/2010 16:00:00,121.4
5/13/2010 16:00:00,120.56
5/14/2010 16:00:00,120.37
5/17/2010 16:00:00,119.36
5/18/2010 16:00:00,119.49
5/19/2010 16:00:00,116.63
5/20/2010 16:00:00,115.84
5/21/2010 16:00:00,115.22
5/24/2010 16:00:00,116.84
5/25/2010 16:00:00,117.36
5/26/2010 16:00:00,118.47
5/27/2010 16:00:00,118.69
5/28/2010 16:00:00,118.88
6/1/2010 16:00:00,119.91
6/2/2010 16:00:00,119.78
6/3/2010 16:00:00,117.96
6/4/2010 16:00:00,119.19
6/7/2010 16:00:00,121.49
6/8/2010 16:00:00,121
6/9/2010 16:00:00,120.56
6/10/2010 16:00:00,118.98
6/11/2010 16:00:00,120.01
6/14/2010 16:00:00,119.6
6/15/2010 16:00:00,120.99
6/16/2010 16:00:00,120.33
6/17/2010 16:00:00,121.9
6/18/2010 16:00:00,122.83
6/21/2010 16:00:00,120.39
6/22/2010 16:00:00,121.45
6/23/2010 16:00:00,120.95
6/24/2010 16:00:00,121.3
6/25/2010 16:00:00,122.76
6/28/2010 16:00:00,121.09
6/29/2010 16:00:00,121.27
6/30/2010 16:00:00,121.68
7/1/2010 16:00:00,117.04
7/2/2010 16:00:00,118.49
7/6/2010 16:00:00,116.51
7/7/2010 16:00:00,117.73
7/8/2010 16:00:00,117.21
7/9/2010 16:00:00,118.36
7/12/2010 16:00:00,117.34
7/13/2010 16:00:00,118.36
7/14/2010 16:00:00,118.3
7/15/2010 16:00:00,118.23
7/16/2010 16:00:00,116.67
7/19/2010 16:00:00,115.73
7/20/2010 16:00:00,116.65
7/21/2010 16:00:00,115.85
7/22/2010 16:00:00,116.86
7/23/2010 16:00:00,116.09
7/26/2010 16:00:00,115.52
7/27/2010 16:00:00,113.51
7/28/2010 16:00:00,113.78
7/29/2010 16:00:00,114.29
7/30/2010 16:00:00,115.49
8/2/2010 16:00:00,115.54
8/3/2010 16:00:00,115.99
8/4/2010 16:00:00,116.72
8/5/2010 16:00:00,116.98
8/6/2010 16:00:00,117.84
8/9/2010 16:00:00,117.4
